user_id,usia,jenis_kelamin,tinggi_badan,berat_badan,aktivitas_fisik,pekerjaan_guru,pekerjaan_mahasiswa,pekerjaan_pns,pekerjaan_polisi,pekerjaan_siswa,pekerjaan_staff,pekerjaan_wirausaha,waktu_makan,harga_minimal,harga_maksimal,asin,manis,asam,gurih,pedas,renyah,halus,creamy,kental,digoreng,direbus,dibakar,dikukus,cepat_saji,beli,ranking,makanan,rating
1,21,0,154,55,0,0,1,0,0,0,0,0,2,10000.0,20000.0,2,5,1,2,9,8,6,5,4,9,7,2,3,1.0,1,1,63,5
1,21,0,154,55,0,0,1,0,0,0,0,0,2,10000.0,20000.0,2,5,1,2,9,8,6,5,4,9,7,2,3,1.0,1,2,4,4
1,21,0,154,55,0,0,1,0,0,0,0,0,2,10000.0,20000.0,2,5,1,2,9,8,6,5,4,9,7,2,3,1.0,1,3,129,3
1,21,0,154,55,0,0,1,0,0,0,0,0,2,10000.0,20000.0,2,5,1,2,9,8,6,5,4,9,7,2,3,1.0,1,4,145,2
1,21,0,154,55,0,0,1,0,0,0,0,0,2,10000.0,20000.0,2,5,1,2,9,8,6,5,4,9,7,2,3,1.0,1,5,135,1
1,21,0,154,55,0,0,1,0,0,0,0,0,1,10000.0,25000.0,2,3,1,5,10,9,7,6,5,10,4,3,1,1.0,1,1,58,5
1,21,0,154,55,0,0,1,0,0,0,0,0,1,10000.0,25000.0,2,3,1,5,10,9,7,6,5,10,4,3,1,1.0,1,2,103,4
1,21,0,154,55,0,0,1,0,0,0,0,0,1,10000.0,25000.0,2,3,1,5,10,9,7,6,5,10,4,3,1,1.0,1,3,60,3
1,21,0,154,55,0,0,1,0,0,0,0,0,1,10000.0,25000.0,2,3,1,5,10,9,7,6,5,10,4,3,1,1.0,1,4,115,2
1,21,0,154,55,0,0,1,0,0,0,0,0,1,10000.0,25000.0,2,3,1,5,10,9,7,6,5,10,4,3,1,1.0,1,5,63,1
1,21,0,154,55,0,0,1,0,0,0,0,0,0,10000.0,25000.0,4,4,2,3,10,10,5,3,2,9,3,4,1,1.0,1,1,20,5
1,21,0,154,55,0,0,1,0,0,0,0,0,0,10000.0,25000.0,4,4,2,3,10,10,5,3,2,9,3,4,1,1.0,1,2,20,4
1,21,0,154,55,0,0,1,0,0,0,0,0,0,10000.0,25000.0,4,4,2,3,10,10,5,3,2,9,3,4,1,1.0,1,3,129,3
1,21,0,154,55,0,0,1,0,0,0,0,0,0,10000.0,25000.0,4,4,2,3,10,10,5,3,2,9,3,4,1,1.0,1,4,135,2
1,21,0,154,55,0,0,1,0,0,0,0,0,0,10000.0,25000.0,4,4,2,3,10,10,5,3,2,9,3,4,1,1.0,1,5,63,1
1,21,0,154,55,0,0,1,0,0,0,0,0,3,5000.0,15000.0,6,7,1,3,10,8,5,3,2,9,6,2,4,1.0,1,1,5,5
1,21,0,154,55,0,0,1,0,0,0,0,0,3,5000.0,15000.0,6,7,1,3,10,8,5,3,2,9,6,2,4,1.0,1,2,6,4
1,21,0,154,55,0,0,1,0,0,0,0,0,3,5000.0,15000.0,6,7,1,3,10,8,5,3,2,9,6,2,4,1.0,1,3,131,3
1,21,0,154,55,0,0,1,0,0,0,0,0,3,5000.0,15000.0,6,7,1,3,10,8,5,3,2,9,6,2,4,1.0,1,4,55,2
1,21,0,154,55,0,0,1,0,0,0,0,0,3,5000.0,15000.0,6,7,1,3,10,8,5,3,2,9,6,2,4,1.0,1,5,129,1
2,22,1,170,53,0,0,1,0,0,0,0,0,2,10000.0,20000.0,8,7,1,8,8,7,1,1,1,9,8,7,1,0.0,1,1,156,5
2,22,1,170,53,0,0,1,0,0,0,0,0,2,10000.0,20000.0,8,7,1,8,8,7,1,1,1,9,8,7,1,0.0,1,2,63,4
2,22,1,170,53,0,0,1,0,0,0,0,0,2,10000.0,20000.0,8,7,1,8,8,7,1,1,1,9,8,7,1,0.0,1,3,115,3
2,22,1,170,53,0,0,1,0,0,0,0,0,2,10000.0,20000.0,8,7,1,8,8,7,1,1,1,9,8,7,1,0.0,1,4,81,2
2,22,1,170,53,0,0,1,0,0,0,0,0,2,10000.0,20000.0,8,7,1,8,8,7,1,1,1,9,8,7,1,0.0,1,5,57,1
2,22,1,170,53,0,0,1,0,0,0,0,0,1,10000.0,20000.0,9,4,1,10,7,7,3,1,1,9,4,3,3,0.0,1,1,95,5
2,22,1,170,53,0,0,1,0,0,0,0,0,1,10000.0,20000.0,9,4,1,10,7,7,3,1,1,9,4,3,3,0.0,1,2,42,4
2,22,1,170,53,0,0,1,0,0,0,0,0,1,10000.0,20000.0,9,4,1,10,7,7,3,1,1,9,4,3,3,0.0,1,3,58,3
2,22,1,170,53,0,0,1,0,0,0,0,0,1,10000.0,20000.0,9,4,1,10,7,7,3,1,1,9,4,3,3,0.0,1,4,80,2
2,22,1,170,53,0,0,1,0,0,0,0,0,1,10000.0,20000.0,9,4,1,10,7,7,3,1,1,9,4,3,3,0.0,1,5,91,1
2,22,1,170,53,0,0,1,0,0,0,0,0,0,10000.0,15000.0,9,4,1,9,2,7,5,1,1,5,5,5,8,1.0,1,1,126,5
2,22,1,170,53,0,0,1,0,0,0,0,0,0,10000.0,15000.0,9,4,1,9,2,7,5,1,1,5,5,5,8,1.0,1,2,40,4
2,22,1,170,53,0,0,1,0,0,0,0,0,0,10000.0,15000.0,9,4,1,9,2,7,5,1,1,5,5,5,8,1.0,1,3,52,3
2,22,1,170,53,0,0,1,0,0,0,0,0,0,10000.0,15000.0,9,4,1,9,2,7,5,1,1,5,5,5,8,1.0,1,4,120,2
2,22,1,170,53,0,0,1,0,0,0,0,0,0,10000.0,15000.0,9,4,1,9,2,7,5,1,1,5,5,5,8,1.0,1,5,94,1
2,22,1,170,53,0,0,1,0,0,0,0,0,3,5000.0,20000.0,9,7,1,6,1,8,4,1,1,8,1,1,9,0.0,1,1,34,5
2,22,1,170,53,0,0,1,0,0,0,0,0,3,5000.0,20000.0,9,7,1,6,1,8,4,1,1,8,1,1,9,0.0,1,2,53,4
2,22,1,170,53,0,0,1,0,0,0,0,0,3,5000.0,20000.0,9,7,1,6,1,8,4,1,1,8,1,1,9,0.0,1,3,145,3
2,22,1,170,53,0,0,1,0,0,0,0,0,3,5000.0,20000.0,9,7,1,6,1,8,4,1,1,8,1,1,9,0.0,1,4,160,2
2,22,1,170,53,0,0,1,0,0,0,0,0,3,5000.0,20000.0,9,7,1,6,1,8,4,1,1,8,1,1,9,0.0,1,5,167,1
3,20,0,158,56,0,0,1,0,0,0,0,0,2,10000.0,15000.0,7,7,5,5,4,5,5,5,4,6,6,7,6,1.0,0,1,58,5
3,20,0,158,56,0,0,1,0,0,0,0,0,2,10000.0,15000.0,7,7,5,5,4,5,5,5,4,6,6,7,6,1.0,0,2,59,4
3,20,0,158,56,0,0,1,0,0,0,0,0,2,10000.0,15000.0,7,7,5,5,4,5,5,5,4,6,6,7,6,1.0,0,3,115,3
3,20,0,158,56,0,0,1,0,0,0,0,0,2,10000.0,15000.0,7,7,5,5,4,5,5,5,4,6,6,7,6,1.0,0,4,94,2
3,20,0,158,56,0,0,1,0,0,0,0,0,2,10000.0,15000.0,7,7,5,5,4,5,5,5,4,6,6,7,6,1.0,0,5,56,1
3,20,0,158,56,0,0,1,0,0,0,0,0,1,10000.0,25000.0,6,5,7,6,6,6,4,4,4,7,6,6,6,1.0,0,1,111,5
3,20,0,158,56,0,0,1,0,0,0,0,0,1,10000.0,25000.0,6,5,7,6,6,6,4,4,4,7,6,6,6,1.0,0,2,121,4
3,20,0,158,56,0,0,1,0,0,0,0,0,1,10000.0,25000.0,6,5,7,6,6,6,4,4,4,7,6,6,6,1.0,0,3,102,3
3,20,0,158,56,0,0,1,0,0,0,0,0,1,10000.0,25000.0,6,5,7,6,6,6,4,4,4,7,6,6,6,1.0,0,4,87,2
3,20,0,158,56,0,0,1,0,0,0,0,0,1,10000.0,25000.0,6,5,7,6,6,6,4,4,4,7,6,6,6,1.0,0,5,53,1
3,20,0,158,56,0,0,1,0,0,0,0,0,0,5000.0,10000.0,5,6,7,5,5,6,4,4,4,6,6,7,6,1.0,1,1,120,5
3,20,0,158,56,0,0,1,0,0,0,0,0,0,5000.0,10000.0,5,6,7,5,5,6,4,4,4,6,6,7,6,1.0,1,2,104,4
3,20,0,158,56,0,0,1,0,0,0,0,0,0,5000.0,10000.0,5,6,7,5,5,6,4,4,4,6,6,7,6,1.0,1,3,94,3
3,20,0,158,56,0,0,1,0,0,0,0,0,0,5000.0,10000.0,5,6,7,5,5,6,4,4,4,6,6,7,6,1.0,1,4,22,2
3,20,0,158,56,0,0,1,0,0,0,0,0,0,5000.0,10000.0,5,6,7,5,5,6,4,4,4,6,6,7,6,1.0,1,5,9,1
3,20,0,158,56,0,0,1,0,0,0,0,0,3,2000.0,5000.0,5,7,4,4,4,7,4,3,3,6,5,4,5,1.0,1,1,26,5
3,20,0,158,56,0,0,1,0,0,0,0,0,3,2000.0,5000.0,5,7,4,4,4,7,4,3,3,6,5,4,5,1.0,1,2,167,4
3,20,0,158,56,0,0,1,0,0,0,0,0,3,2000.0,5000.0,5,7,4,4,4,7,4,3,3,6,5,4,5,1.0,1,3,145,3
3,20,0,158,56,0,0,1,0,0,0,0,0,3,2000.0,5000.0,5,7,4,4,4,7,4,3,3,6,5,4,5,1.0,1,4,5,2
3,20,0,158,56,0,0,1,0,0,0,0,0,3,2000.0,5000.0,5,7,4,4,4,7,4,3,3,6,5,4,5,1.0,1,5,33,1
4,20,0,155,44,0,0,1,0,0,0,0,0,2,15000.0,25000.0,7,5,1,9,8,9,1,1,1,8,7,6,5,1.0,0,1,57,5
4,20,0,155,44,0,0,1,0,0,0,0,0,2,15000.0,25000.0,7,5,1,9,8,9,1,1,1,8,7,6,5,1.0,0,2,145,4
4,20,0,155,44,0,0,1,0,0,0,0,0,2,15000.0,25000.0,7,5,1,9,8,9,1,1,1,8,7,6,5,1.0,0,3,4,3
4,20,0,155,44,0,0,1,0,0,0,0,0,2,15000.0,25000.0,7,5,1,9,8,9,1,1,1,8,7,6,5,1.0,0,4,56,2
4,20,0,155,44,0,0,1,0,0,0,0,0,2,15000.0,25000.0,7,5,1,9,8,9,1,1,1,8,7,6,5,1.0,0,5,91,1
4,20,0,155,44,0,0,1,0,0,0,0,0,1,15000.0,30000.0,7,5,1,8,9,8,1,1,1,10,9,10,8,0.0,1,1,4,5
4,20,0,155,44,0,0,1,0,0,0,0,0,1,15000.0,30000.0,7,5,1,8,9,8,1,1,1,10,9,10,8,0.0,1,2,63,4
4,20,0,155,44,0,0,1,0,0,0,0,0,1,15000.0,30000.0,7,5,1,8,9,8,1,1,1,10,9,10,8,0.0,1,3,78,3
4,20,0,155,44,0,0,1,0,0,0,0,0,1,15000.0,30000.0,7,5,1,8,9,8,1,1,1,10,9,10,8,0.0,1,4,22,2
4,20,0,155,44,0,0,1,0,0,0,0,0,1,15000.0,30000.0,7,5,1,8,9,8,1,1,1,10,9,10,8,0.0,1,5,57,1
4,20,0,155,44,0,0,1,0,0,0,0,0,0,10000.0,15000.0,6,7,1,8,3,7,4,2,3,10,5,3,5,1.0,0,1,163,5
4,20,0,155,44,0,0,1,0,0,0,0,0,0,10000.0,15000.0,6,7,1,8,3,7,4,2,3,10,5,3,5,1.0,0,2,17,4
4,20,0,155,44,0,0,1,0,0,0,0,0,0,10000.0,15000.0,6,7,1,8,3,7,4,2,3,10,5,3,5,1.0,0,3,131,3
4,20,0,155,44,0,0,1,0,0,0,0,0,0,10000.0,15000.0,6,7,1,8,3,7,4,2,3,10,5,3,5,1.0,0,4,93,2
4,20,0,155,44,0,0,1,0,0,0,0,0,0,10000.0,15000.0,6,7,1,8,3,7,4,2,3,10,5,3,5,1.0,0,5,94,1
4,20,0,155,44,0,0,1,0,0,0,0,0,3,10000.0,15000.0,3,10,1,10,2,10,1,1,1,5,4,1,5,0.0,1,1,15,5
4,20,0,155,44,0,0,1,0,0,0,0,0,3,10000.0,15000.0,3,10,1,10,2,10,1,1,1,5,4,1,5,0.0,1,2,36,4
4,20,0,155,44,0,0,1,0,0,0,0,0,3,10000.0,15000.0,3,10,1,10,2,10,1,1,1,5,4,1,5,0.0,1,3,33,3
4,20,0,155,44,0,0,1,0,0,0,0,0,3,10000.0,15000.0,3,10,1,10,2,10,1,1,1,5,4,1,5,0.0,1,4,162,2
4,20,0,155,44,0,0,1,0,0,0,0,0,3,10000.0,15000.0,3,10,1,10,2,10,1,1,1,5,4,1,5,0.0,1,5,9,1
5,20,0,158,40,0,0,1,0,0,0,0,0,2,5000.0,25000.0,5,7,4,7,9,9,6,4,4,9,9,9,7,1.0,1,1,104,5
5,20,0,158,40,0,0,1,0,0,0,0,0,2,5000.0,25000.0,5,7,4,7,9,9,6,4,4,9,9,9,7,1.0,1,2,24,4
5,20,0,158,40,0,0,1,0,0,0,0,0,2,5000.0,25000.0,5,7,4,7,9,9,6,4,4,9,9,9,7,1.0,1,3,4,3
5,20,0,158,40,0,0,1,0,0,0,0,0,2,5000.0,25000.0,5,7,4,7,9,9,6,4,4,9,9,9,7,1.0,1,4,58,2
5,20,0,158,40,0,0,1,0,0,0,0,0,2,5000.0,25000.0,5,7,4,7,9,9,6,4,4,9,9,9,7,1.0,1,5,62,1
5,20,0,158,40,0,0,1,0,0,0,0,0,1,3000.0,15000.0,4,5,3,9,9,9,7,8,4,9,7,7,6,1.0,0,1,111,5
5,20,0,158,40,0,0,1,0,0,0,0,0,1,3000.0,15000.0,4,5,3,9,9,9,7,8,4,9,7,7,6,1.0,0,2,104,4
5,20,0,158,40,0,0,1,0,0,0,0,0,1,3000.0,15000.0,4,5,3,9,9,9,7,8,4,9,7,7,6,1.0,0,3,22,3
5,20,0,158,40,0,0,1,0,0,0,0,0,1,3000.0,15000.0,4,5,3,9,9,9,7,8,4,9,7,7,6,1.0,0,4,145,2
5,20,0,158,40,0,0,1,0,0,0,0,0,1,3000.0,15000.0,4,5,3,9,9,9,7,8,4,9,7,7,6,1.0,0,5,63,1
5,20,0,158,40,0,0,1,0,0,0,0,0,0,2000.0,15000.0,4,5,2,6,5,6,5,5,4,7,7,6,5,1.0,0,1,19,5
5,20,0,158,40,0,0,1,0,0,0,0,0,0,2000.0,15000.0,4,5,2,6,5,6,5,5,4,7,7,6,5,1.0,0,2,93,4
5,20,0,158,40,0,0,1,0,0,0,0,0,0,2000.0,15000.0,4,5,2,6,5,6,5,5,4,7,7,6,5,1.0,0,3,104,3
5,20,0,158,40,0,0,1,0,0,0,0,0,0,2000.0,15000.0,4,5,2,6,5,6,5,5,4,7,7,6,5,1.0,0,4,115,2
5,20,0,158,40,0,0,1,0,0,0,0,0,0,2000.0,15000.0,4,5,2,6,5,6,5,5,4,7,7,6,5,1.0,0,5,120,1
5,20,0,158,40,0,0,1,0,0,0,0,0,3,2000.0,10000.0,5,9,3,9,9,9,6,4,5,7,2,2,2,1.0,1,1,170,5
5,20,0,158,40,0,0,1,0,0,0,0,0,3,2000.0,10000.0,5,9,3,9,9,9,6,4,5,7,2,2,2,1.0,1,2,36,4
5,20,0,158,40,0,0,1,0,0,0,0,0,3,2000.0,10000.0,5,9,3,9,9,9,6,4,5,7,2,2,2,1.0,1,3,129,3
5,20,0,158,40,0,0,1,0,0,0,0,0,3,2000.0,10000.0,5,9,3,9,9,9,6,4,5,7,2,2,2,1.0,1,4,15,2
5,20,0,158,40,0,0,1,0,0,0,0,0,3,2000.0,10000.0,5,9,3,9,9,9,6,4,5,7,2,2,2,1.0,1,5,167,1
6,20,0,150,45,1,0,1,0,0,0,0,0,2,10000.0,40000.0,7,6,6,8,6,7,8,5,5,9,6,9,6,1.0,1,1,83,5
6,20,0,150,45,1,0,1,0,0,0,0,0,2,10000.0,40000.0,7,6,6,8,6,7,8,5,5,9,6,9,6,1.0,1,2,81,4
6,20,0,150,45,1,0,1,0,0,0,0,0,2,10000.0,40000.0,7,6,6,8,6,7,8,5,5,9,6,9,6,1.0,1,3,64,3
6,20,0,150,45,1,0,1,0,0,0,0,0,2,10000.0,40000.0,7,6,6,8,6,7,8,5,5,9,6,9,6,1.0,1,4,57,2
6,20,0,150,45,1,0,1,0,0,0,0,0,2,10000.0,40000.0,7,6,6,8,6,7,8,5,5,9,6,9,6,1.0,1,5,62,1
6,20,0,150,45,1,0,1,0,0,0,0,0,1,10000.0,40000.0,7,5,7,9,6,8,5,4,6,8,4,6,7,0.0,0,1,113,5
6,20,0,150,45,1,0,1,0,0,0,0,0,1,10000.0,40000.0,7,5,7,9,6,8,5,4,6,8,4,6,7,0.0,0,2,123,4
6,20,0,150,45,1,0,1,0,0,0,0,0,1,10000.0,40000.0,7,5,7,9,6,8,5,4,6,8,4,6,7,0.0,0,3,68,3
6,20,0,150,45,1,0,1,0,0,0,0,0,1,10000.0,40000.0,7,5,7,9,6,8,5,4,6,8,4,6,7,0.0,0,4,110,2
6,20,0,150,45,1,0,1,0,0,0,0,0,1,10000.0,40000.0,7,5,7,9,6,8,5,4,6,8,4,6,7,0.0,0,5,63,1
6,20,0,150,45,1,0,1,0,0,0,0,0,0,5000.0,20000.0,4,8,4,7,5,8,9,4,8,7,2,2,2,0.0,0,1,135,5
6,20,0,150,45,1,0,1,0,0,0,0,0,0,5000.0,20000.0,4,8,4,7,5,8,9,4,8,7,2,2,2,0.0,0,2,144,4
6,20,0,150,45,1,0,1,0,0,0,0,0,0,5000.0,20000.0,4,8,4,7,5,8,9,4,8,7,2,2,2,0.0,0,3,160,3
6,20,0,150,45,1,0,1,0,0,0,0,0,0,5000.0,20000.0,4,8,4,7,5,8,9,4,8,7,2,2,2,0.0,0,4,60,2
6,20,0,150,45,1,0,1,0,0,0,0,0,0,5000.0,20000.0,4,8,4,7,5,8,9,4,8,7,2,2,2,0.0,0,5,24,1
6,20,0,150,45,1,0,1,0,0,0,0,0,3,5000.0,15000.0,6,8,6,6,8,7,7,7,5,8,7,8,8,1.0,1,1,32,5
6,20,0,150,45,1,0,1,0,0,0,0,0,3,5000.0,15000.0,6,8,6,6,8,7,7,7,5,8,7,8,8,1.0,1,2,6,4
6,20,0,150,45,1,0,1,0,0,0,0,0,3,5000.0,15000.0,6,8,6,6,8,7,7,7,5,8,7,8,8,1.0,1,3,169,3
6,20,0,150,45,1,0,1,0,0,0,0,0,3,5000.0,15000.0,6,8,6,6,8,7,7,7,5,8,7,8,8,1.0,1,4,33,2
6,20,0,150,45,1,0,1,0,0,0,0,0,3,5000.0,15000.0,6,8,6,6,8,7,7,7,5,8,7,8,8,1.0,1,5,129,1
7,21,1,177,88,1,0,1,0,0,0,0,0,2,10000.0,25000.0,7,8,6,7,5,6,8,8,8,8,8,9,9,1.0,1,1,15,5
7,21,1,177,88,1,0,1,0,0,0,0,0,2,10000.0,25000.0,7,8,6,7,5,6,8,8,8,8,8,9,9,1.0,1,2,17,4
7,21,1,177,88,1,0,1,0,0,0,0,0,2,10000.0,25000.0,7,8,6,7,5,6,8,8,8,8,8,9,9,1.0,1,3,145,3
7,21,1,177,88,1,0,1,0,0,0,0,0,2,10000.0,25000.0,7,8,6,7,5,6,8,8,8,8,8,9,9,1.0,1,4,23,2
7,21,1,177,88,1,0,1,0,0,0,0,0,2,10000.0,25000.0,7,8,6,7,5,6,8,8,8,8,8,9,9,1.0,1,5,40,1
7,21,1,177,88,1,0,1,0,0,0,0,0,1,15000.0,25000.0,9,2,8,8,8,8,7,6,6,9,9,9,8,1.0,0,1,63,5
7,21,1,177,88,1,0,1,0,0,0,0,0,1,15000.0,25000.0,9,2,8,8,8,8,7,6,6,9,9,9,8,1.0,0,2,121,4
7,21,1,177,88,1,0,1,0,0,0,0,0,1,15000.0,25000.0,9,2,8,8,8,8,7,6,6,9,9,9,8,1.0,0,3,62,3
7,21,1,177,88,1,0,1,0,0,0,0,0,1,15000.0,25000.0,9,2,8,8,8,8,7,6,6,9,9,9,8,1.0,0,4,64,2
7,21,1,177,88,1,0,1,0,0,0,0,0,1,15000.0,25000.0,9,2,8,8,8,8,7,6,6,9,9,9,8,1.0,0,5,94,1
7,21,1,177,88,1,0,1,0,0,0,0,0,0,10000.0,20000.0,8,6,4,5,5,6,6,4,4,7,4,5,6,1.0,0,1,11,5
7,21,1,177,88,1,0,1,0,0,0,0,0,0,10000.0,20000.0,8,6,4,5,5,6,6,4,4,7,4,5,6,1.0,0,2,40,4
7,21,1,177,88,1,0,1,0,0,0,0,0,0,10000.0,20000.0,8,6,4,5,5,6,6,4,4,7,4,5,6,1.0,0,3,42,3
7,21,1,177,88,1,0,1,0,0,0,0,0,0,10000.0,20000.0,8,6,4,5,5,6,6,4,4,7,4,5,6,1.0,0,4,52,2
7,21,1,177,88,1,0,1,0,0,0,0,0,0,10000.0,20000.0,8,6,4,5,5,6,6,4,4,7,4,5,6,1.0,0,5,126,1
7,21,1,177,88,1,0,1,0,0,0,0,0,3,10000.0,15000.0,8,8,6,6,6,7,7,8,8,7,7,7,7,1.0,1,1,18,5
7,21,1,177,88,1,0,1,0,0,0,0,0,3,10000.0,15000.0,8,8,6,6,6,7,7,8,8,7,7,7,7,1.0,1,2,170,4
7,21,1,177,88,1,0,1,0,0,0,0,0,3,10000.0,15000.0,8,8,6,6,6,7,7,8,8,7,7,7,7,1.0,1,3,169,3
7,21,1,177,88,1,0,1,0,0,0,0,0,3,10000.0,15000.0,8,8,6,6,6,7,7,8,8,7,7,7,7,1.0,1,4,15,2
7,21,1,177,88,1,0,1,0,0,0,0,0,3,10000.0,15000.0,8,8,6,6,6,7,7,8,8,7,7,7,7,1.0,1,5,167,1
8,19,1,160,60,1,0,1,0,0,0,0,0,2,15000.0,30000.0,4,10,1,10,1,8,10,6,3,8,2,7,2,1.0,1,1,22,5
8,19,1,160,60,1,0,1,0,0,0,0,0,2,15000.0,30000.0,4,10,1,10,1,8,10,6,3,8,2,7,2,1.0,1,2,81,4
8,19,1,160,60,1,0,1,0,0,0,0,0,2,15000.0,30000.0,4,10,1,10,1,8,10,6,3,8,2,7,2,1.0,1,3,80,3
8,19,1,160,60,1,0,1,0,0,0,0,0,2,15000.0,30000.0,4,10,1,10,1,8,10,6,3,8,2,7,2,1.0,1,4,145,2
8,19,1,160,60,1,0,1,0,0,0,0,0,2,15000.0,30000.0,4,10,1,10,1,8,10,6,3,8,2,7,2,1.0,1,5,55,1
8,19,1,160,60,1,0,1,0,0,0,0,0,1,10000.0,30000.0,5,8,2,10,1,8,9,3,1,8,4,10,1,1.0,0,1,58,5
8,19,1,160,60,1,0,1,0,0,0,0,0,1,10000.0,30000.0,5,8,2,10,1,8,9,3,1,8,4,10,1,1.0,0,2,16,4
8,19,1,160,60,1,0,1,0,0,0,0,0,1,10000.0,30000.0,5,8,2,10,1,8,9,3,1,8,4,10,1,1.0,0,3,20,3
8,19,1,160,60,1,0,1,0,0,0,0,0,1,10000.0,30000.0,5,8,2,10,1,8,9,3,1,8,4,10,1,1.0,0,4,6,2
8,19,1,160,60,1,0,1,0,0,0,0,0,1,10000.0,30000.0,5,8,2,10,1,8,9,3,1,8,4,10,1,1.0,0,5,64,1
8,19,1,160,60,1,0,1,0,0,0,0,0,0,10000.0,25000.0,5,8,3,10,1,8,9,2,2,8,5,10,2,1.0,0,1,115,5
8,19,1,160,60,1,0,1,0,0,0,0,0,0,10000.0,25000.0,5,8,3,10,1,8,9,2,2,8,5,10,2,1.0,0,2,62,4
8,19,1,160,60,1,0,1,0,0,0,0,0,0,10000.0,25000.0,5,8,3,10,1,8,9,2,2,8,5,10,2,1.0,0,3,16,3
8,19,1,160,60,1,0,1,0,0,0,0,0,0,10000.0,25000.0,5,8,3,10,1,8,9,2,2,8,5,10,2,1.0,0,4,118,2
8,19,1,160,60,1,0,1,0,0,0,0,0,0,10000.0,25000.0,5,8,3,10,1,8,9,2,2,8,5,10,2,1.0,0,5,58,1
8,19,1,160,60,1,0,1,0,0,0,0,0,3,10000.0,20000.0,5,10,3,10,1,9,10,5,2,10,1,8,1,1.0,1,1,145,5
8,19,1,160,60,1,0,1,0,0,0,0,0,3,10000.0,20000.0,5,10,3,10,1,9,10,5,2,10,1,8,1,1.0,1,2,6,4
8,19,1,160,60,1,0,1,0,0,0,0,0,3,10000.0,20000.0,5,10,3,10,1,9,10,5,2,10,1,8,1,1.0,1,3,1,3
8,19,1,160,60,1,0,1,0,0,0,0,0,3,10000.0,20000.0,5,10,3,10,1,9,10,5,2,10,1,8,1,1.0,1,4,131,2
8,19,1,160,60,1,0,1,0,0,0,0,0,3,10000.0,20000.0,5,10,3,10,1,9,10,5,2,10,1,8,1,1.0,1,5,132,1
9,21,1,180,70,2,0,0,0,1,0,0,0,2,15000.0,25000.0,7,7,7,8,8,7,7,7,7,7,7,7,7,0.0,0,1,121,5
9,21,1,180,70,2,0,0,0,1,0,0,0,2,15000.0,25000.0,7,7,7,8,8,7,7,7,7,7,7,7,7,0.0,0,2,122,4
9,21,1,180,70,2,0,0,0,1,0,0,0,2,15000.0,25000.0,7,7,7,8,8,7,7,7,7,7,7,7,7,0.0,0,3,125,3
9,21,1,180,70,2,0,0,0,1,0,0,0,2,15000.0,25000.0,7,7,7,8,8,7,7,7,7,7,7,7,7,0.0,0,4,126,2
9,21,1,180,70,2,0,0,0,1,0,0,0,2,15000.0,25000.0,7,7,7,8,8,7,7,7,7,7,7,7,7,0.0,0,5,115,1
9,21,1,180,70,2,0,0,0,1,0,0,0,1,15000.0,25000.0,8,8,8,8,9,8,8,8,8,8,8,8,8,0.0,0,1,121,5
